pais,torneo,fecha,dia,local,visitante,goles_local,goles_visitante
clubworldcup2025,Torneo ClubWorldCup 2025,Fecha 3,Jun 23 2025,palmeiras-A,inter_miami-A,0,0
clubworldcup2025,Torneo ClubWorldCup 2025,Fecha 3,Jun 23 2025,porto-A,al_ahly-A,0,0
clubworldcup2025,Torneo ClubWorldCup 2025,Fecha 3,Jun 23 2025,paris_saint_germain-B,seattle_sounders-B,0,0
clubworldcup2025,Torneo ClubWorldCup 2025,Fecha 3,Jun 23 2025,atletico_madrid-B,botafogo-B,0,0
clubworldcup2025,Torneo ClubWorldCup 2025,Fecha 3,Jun 23 2025,bayern_munich-C,benfica-C,0,0
clubworldcup2025,Torneo ClubWorldCup 2025,Fecha 3,Jun 23 2025,auckland_city-C,boca_juniors-C,0,0
clubworldcup2025,Torneo ClubWorldCup 2025,Fecha 3,Jun 23 2025,flamengo-D,lafc-D,0,0
clubworldcup2025,Torneo ClubWorldCup 2025,Fecha 3,Jun 23 2025,chelsea-D,esperence_de_tunis-D,0,0
clubworldcup2025,Torneo ClubWorldCup 2025,Fecha 3,Jun 23 2025,river_plate-E,inter_milan-E,0,0
clubworldcup2025,Torneo ClubWorldCup 2025,Fecha 3,Jun 23 2025,urawa_red_diamonds-E,monterrey-E,0,0
clubworldcup2025,Torneo ClubWorldCup 2025,Fecha 3,Jun 23 2025,fluminense-F,mamelodi_sundowns-F,0,0
clubworldcup2025,Torneo ClubWorldCup 2025,Fecha 3,Jun 23 2025,borussia_dortmund-F,ulsan_hyundai-F,0,0
clubworldcup2025,Torneo ClubWorldCup 2025,Fecha 3,Jun 23 2025,manchester_city-G,juventus-G,0,0
clubworldcup2025,Torneo ClubWorldCup 2025,Fecha 3,Jun 23 2025,wydad_ac-G,al_ain-G,0,0
clubworldcup2025,Torneo ClubWorldCup 2025,Fecha 3,Jun 23 2025,real_madrid-H,red_bull_salzburg-H,0,0
clubworldcup2025,Torneo ClubWorldCup 2025,Fecha 3,Jun 23 2025,al_hilal-H,pachuca-H,0,0
